85,NULL,NULL,"lt_3055 ",ESB Building 1,NULL,3,8804 51 Avenue Northwest,Edmonton,AB,T6E 5E8,NULL,0.0000,NULL,0.000000,0.00,0.00,NULL,0.000000,0.00,NULL,0.00,0.00,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0.000000,0,7100000.000000,0,"          ",0,0,2020-01-30 00:00:00.000,NULL,NULL,NULL,0,1551,NULL,NULL,,,,1,NULL,NULL,NULL,-1,2025-10-21 00:00:00.000,28,,NULL,1,0,0,0,0,0,0,0,0,0,1,NULL,0,3,174,2021-10-01 23:19:15.980,2025-10-21 15:50:56.210,NULL,0.000000,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000003E8F37C,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
86,NULL,NULL,"lt_3056 ",ESB Building 2,NULL,3,8704 53 Avenue Northwest,Edmonton,AB,T6E 5G2,NULL,0.0000,NULL,0.000000,0.00,0.00,NULL,0.000000,0.00,NULL,0.00,0.00,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0.000000,0,7350000.000000,0,"          ",0,0,2020-01-30 00:00:00.000,NULL,NULL,NULL,0,1551,NULL,NULL,,,,1,NULL,NULL,NULL,-1,2025-10-21 00:00:00.000,28,,NULL,1,0,0,0,0,0,0,0,0,0,1,NULL,0,3,174,2021-10-01 23:19:16.043,2025-10-21 15:52:03.167,NULL,0.000000,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000003E8F37D,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
87,NULL,NULL,"lt_3057 ",ESB Building 3,NULL,3,5921 87A Street Northwest,Edmonton,AB,T6E 5W6,NULL,0.0000,NULL,0.000000,0.00,0.00,NULL,0.000000,0.00,NULL,0.00,0.00,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0.000000,0,2600000.000000,0,"          ",0,0,2020-01-30 00:00:00.000,NULL,NULL,NULL,0,1551,NULL,NULL,,,,1,NULL,NULL,NULL,-1,2025-10-21 00:00:00.000,28,,NULL,1,0,0,0,0,0,0,0,0,0,1,NULL,0,3,174,2021-10-01 23:19:16.077,2025-10-21 15:52:45.950,NULL,0.000000,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000003D65790,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
88,NULL,NULL,"lt_3058 ",ESB Building 4a,NULL,3,4704 76 Avenue Northwest,Edmonton,AB,T6B 0A5,NULL,0.0000,NULL,0.000000,0.00,0.00,NULL,0.000000,0.00,NULL,0.00,0.00,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0.000000,0,6558000.000000,0,"          ",0,0,2020-01-30 00:00:00.000,NULL,NULL,NULL,0,1551,NULL,NULL,,,,1,NULL,NULL,NULL,-1,2025-10-21 00:00:00.000,28,,NULL,1,0,0,0,0,0,0,0,0,0,1,NULL,0,3,174,2021-10-01 23:19:16.123,2025-10-21 15:53:11.453,NULL,0.000000,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000003E8F37E,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
89,NULL,NULL,"lt_3059 ",ESB Building 4b,NULL,3,4758 76 Avenue Northwest,Edmonton,AB,T6B 0A5,NULL,0.0000,NULL,0.000000,0.00,0.00,NULL,0.000000,0.00,NULL,0.00,0.00,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0.000000,0,5442000.000000,0,"          ",0,0,2020-01-30 00:00:00.000,NULL,NULL,NULL,0,1551,NULL,NULL,,,,1,NULL,NULL,NULL,-1,2025-10-21 00:00:00.000,28,,NULL,1,0,0,0,0,0,0,0,0,0,1,NULL,0,3,174,2021-10-01 23:19:16.153,2025-10-21 15:53:45.390,NULL,0.000000,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000003E8F37F,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
90,NULL,NULL,"lt_3060 ",ESB Building 5a,NULL,3,4303 76 Avenue Northwest,Edmonton,AB,T6B 2H8,NULL,0.0000,NULL,0.000000,0.00,0.00,NULL,0.000000,0.00,NULL,0.00,0.00,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0.000000,0,2500000.000000,0,"          ",0,0,2020-01-30 00:00:00.000,NULL,NULL,NULL,0,1551,NULL,NULL,,,,1,NULL,NULL,NULL,-1,2025-10-21 00:00:00.000,28,,NULL,1,0,0,0,0,0,0,0,0,0,1,NULL,0,3,174,2021-10-01 23:19:16.183,2025-10-21 15:54:05.137,NULL,0.000000,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000003E8F380,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
91,NULL,NULL,"lt_3061 ",ESB Building 5b,NULL,3,4304 76 Avenue Northwest,Edmonton,AB,T6B 2H8,NULL,0.0000,NULL,0.000000,0.00,0.00,NULL,0.000000,0.00,NULL,0.00,0.00,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0.000000,0,2618000.000000,0,"          ",0,0,2020-01-30 00:00:00.000,NULL,NULL,NULL,0,1551,NULL,NULL,,,,1,NULL,NULL,NULL,-1,2025-10-21 00:00:00.000,28,,NULL,1,0,0,0,0,0,0,0,0,0,1,NULL,0,3,174,2021-10-01 23:19:16.230,2025-10-21 15:54:44.067,NULL,0.000000,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000003E8F381,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
92,NULL,NULL,"lt_3062 ",ESB Building 6,NULL,3,12810 148 Street Northwest,Edmonton,AB,T5L 2H8,NULL,0.0000,NULL,0.000000,0.00,0.00,NULL,0.000000,0.00,NULL,0.00,0.00,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0.000000,0,4032000.000000,0,"          ",0,0,2020-01-30 00:00:00.000,NULL,NULL,NULL,0,1551,NULL,NULL,,,,1,NULL,NULL,NULL,-1,2025-10-21 00:00:00.000,28,,NULL,1,0,0,0,0,0,0,0,0,0,1,NULL,0,3,174,2021-10-01 23:19:16.263,2025-10-21 15:55:03.413,NULL,0.000000,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000003E8F382,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
93,NULL,NULL,"lt_3063 ",ESB Building 7,NULL,3,16715 114 Avenue Northwest,Edmonton,AB,T5M 3P9,NULL,0.0000,NULL,0.000000,0.00,0.00,NULL,0.000000,0.00,NULL,0.00,0.00,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0.000000,0,2200000.000000,0,"          ",0,0,2020-01-30 00:00:00.000,NULL,NULL,NULL,0,1551,NULL,NULL,,,,1,NULL,NULL,NULL,-1,2025-10-21 00:00:00.000,28,,NULL,1,0,0,0,0,0,0,0,0,0,1,NULL,0,3,174,2021-10-01 23:19:16.310,2025-10-21 15:55:15.910,NULL,0.000000,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000003F0400B,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
94,NULL,NULL,"lt_3064 ",ESB Building 8,NULL,3,16830 110 Avenue Northwest,Edmonton,AB,T5P 1G9,NULL,0.0000,NULL,0.000000,0.00,0.00,NULL,0.000000,0.00,NULL,0.00,0.00,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0.000000,0,1400000.000000,0,"          ",0,0,2020-01-30 00:00:00.000,NULL,NULL,NULL,0,1551,NULL,NULL,,,,1,NULL,NULL,NULL,-1,2025-10-21 00:00:00.000,28,,NULL,1,0,0,0,0,0,0,0,0,0,1,NULL,0,3,174,2021-10-01 23:19:16.340,2025-10-21 15:55:34.800,NULL,0.000000,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000003E8F384,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
95,NULL,NULL,"lt_4745 ",Oxford Manor Apartments,NULL,3,2333 Oxford Street,Vancouver,BC,V5L 1G5,NULL,0.0000,0,0.000000,0.00,0.00,NULL,0.000000,0.00,NULL,0.00,0.00,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0.000000,0,17200000.000000,1,"          ",0,0,2018-06-01 00:00:00.000,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,2025-10-21 00:00:00.000,33,,NULL,0,0,0,0,0,0,0,0,0,0,1,NULL,0,3,3,2021-10-01 23:19:16.387,2021-10-01 23:19:16.387,NULL,0.000000,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000004084E63,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
96,NULL,NULL,"lt_4755 ",Penelope Apartments,NULL,3,1415 East Broadway,Vancouver,BC,V5N 1V8,NULL,0.0000,0,0.000000,0.00,0.00,NULL,0.000000,0.00,NULL,0.00,0.00,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0.000000,0,14200000.000000,1,"          ",0,0,2019-05-01 00:00:00.000,NULL,NULL,NULL,0,NULL,NULL,NULL,,,,1,NULL,NULL,NULL,-1,2022-02-28 00:00:00.000,29,,NULL,0,0,0,0,0,0,0,0,0,0,1,NULL,0,3,2,2021-10-01 23:19:16.420,2022-09-27 13:19:54.573,NULL,0.000000,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000004084E64,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
97,NULL,NULL,"lt_c170 ",Centre 170,NULL,3,10403 - 172 Street,Edmonton,AB,T5S 1G4,NULL,0.0000,NULL,0.000000,0.00,0.00,NULL,0.000000,0.00,NULL,0.00,0.00,NULL,12,NULL,NULL,NULL,NULL,NULL,0,0.000000,0,0.000000,0,"          ",0,0,NULL,NULL,NULL,NULL,0,3916,NULL,NULL,,,,1,NULL,NULL,NULL,-1,2024-07-31 00:00:00.000,30,,NULL,1,0,0,0,0,0,0,0,0,0,1,NULL,0,3,174,2021-10-01 23:19:16.467,2024-07-19 16:06:19.633,NULL,0.000000,0,NULL,0,0,1,NULL,NULL,NULL,0x0000000003D6579A,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
